entities,Intermediate,Negative,Positive,General Opinion
"RT @VGC_News, Nintendo, Bayonetta 3",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Nintendo, DLSS, AI",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Nintendo, Luigi",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Nintendo, N64",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Nintendo, New Horizons",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Nintendo, Pokémon Legends Arceus",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Nintendo, Switch",2.0,0.0,1.0,Intermediate
"RT @VGC_News, Nintendo, Switch’s Joy-Cons",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Nintendo, WarioWare",0.0,0.0,1.0,Positive
"RT @VGC_News, Nintendo, Xbox, PlayStation, Activision",0.0,1.0,0.0,Negative
"RT @VGC_News, Nintendo, YouTube",0.0,1.0,0.0,Negative
"RT @VGC_News, Nintendo, the Metroid Dread",0.0,1.0,0.0,Negative
"RT @VGC_News, Norse",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Nvidia",0.0,1.0,0.0,Negative
"RT @VGC_News, Overwatch",0.0,1.0,0.0,Negative
"RT @VGC_News, PES",0.0,1.0,0.0,Negative
"RT @VGC_News, PlatinumGames",1.0,0.0,1.0,Intermediate
"RT @VGC_News, PlatinumGames, VGC",0.0,0.0,1.0,Positive
"RT @VGC_News, PlatinumGames, Wii U",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation",9.0,5.0,0.0,Intermediate
"RT @VGC_News, PlayStation 5",2.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation 5, Sony",0.0,0.0,1.0,Positive
"RT @VGC_News, PlayStation Home",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation Network",0.0,1.0,0.0,Negative
"RT @VGC_News, PlayStation Plus",2.0,1.0,0.0,Intermediate
"RT @VGC_News, PlayStation Plus, EA Sports UFC, Tiny Tina's",0.0,1.0,0.0,Negative
"RT @VGC_News, PlayStation Plus, PlayStation Now",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation Studios, Apple Arcade, Nicola Sebastiani",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation, Chrono Cross",0.0,1.0,0.0,Negative
"RT @VGC_News, PlayStation, Death's Door",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation, Demon’s Souls developer Bluepoint Games",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation, Sony",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation, Tekken 7, Final Fantasy VII, https://t.co/Tr6HzIoa4p",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation, https://t.co/Aa1H4X0Xtf",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayStation’s Direct, Sony",0.0,0.0,1.0,Positive
"RT @VGC_News, PlayStation’s Ghost, Sucker Punch",0.0,1.0,0.0,Negative
"RT @VGC_News, PlayStation’s, Nintendo",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlayerUnknown",1.0,0.0,0.0,Intermediate
"RT @VGC_News, PlaygroundGames",0.0,1.0,0.0,Negative
"RT @VGC_News, Pokémon Center’s",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Pokémon’s Diamond &",0.0,0.0,1.0,Positive
"RT @VGC_News, Project Eve",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Projekt",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Quartz NFT",0.0,1.0,0.0,Negative
"RT @VGC_News, RPG",1.0,1.0,0.0,Intermediate
"RT @VGC_News, RPG, Microsoft",1.0,0.0,0.0,Intermediate
"RT @VGC_News, RPG, Tri-Ac",0.0,0.0,1.0,Positive
"RT @VGC_News, Ragnarök",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Remedy’s Control",0.0,0.0,1.0,Positive
"RT @VGC_News, ResetEra, MOBA Network",0.0,0.0,1.0,Positive
"RT @VGC_News, Retro Studios",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Retro, Digital, Eclipse, Marvel",0.0,0.0,1.0,Positive
"RT @VGC_News, Rockstar",1.0,0.0,1.0,Intermediate
"RT @VGC_News, Rockstar Launcher, Grand Theft Auto",0.0,0.0,1.0,Positive
"RT @VGC_News, Rockstar, GTA Trilogy -Definitive Edition",0.0,0.0,1.0,Positive
"RT @VGC_News, Rockstar, Grand Theft Auto",0.0,0.0,2.0,Positive
"RT @VGC_News, Rockstar’s Grand Theft Auto",0.0,0.0,1.0,Positive
"RT @VGC_News, Rogue Company Season",0.0,0.0,1.0,Positive
"RT @VGC_News, Samsung, GeForce Now",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Scarlet Nexus",0.0,0.0,1.0,Positive
"RT @VGC_News, Season 2 and, Forza Horizon 5",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sega Sapporo Studio",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sega’s ‘Sonic Frontiers",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sleep",0.0,0.0,1.0,Positive
"RT @VGC_News, Smash Bros.",0.0,1.0,1.0,Negative
"RT @VGC_News, Software",0.0,1.0,1.0,Negative
"RT @VGC_News, SonarPen",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sonic",1.0,1.0,0.0,Intermediate
"RT @VGC_News, Sonic the Fighters",0.0,1.0,0.0,Negative
"RT @VGC_News, Sony",3.0,6.0,6.0,Negative
"RT @VGC_News, Sony, Gran Turismo 7",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sony, Horizon Forbidden West",0.0,1.0,0.0,Negative
"RT @VGC_News, Sony, Microsoft",1.0,0.0,1.0,Intermediate
"RT @VGC_News, Sony, PS Now",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sony, PSVR",0.0,0.0,1.0,Positive
"RT @VGC_News, Sony, PlayStation",1.0,1.0,0.0,Intermediate
"RT @VGC_News, Sony, PlayStation 5",0.0,1.0,0.0,Negative
"RT @VGC_News, Sony, PlayStation Black",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sony, PlayStation, Grand Theft Auto, The Definitive Edit",0.0,0.0,1.0,Positive
"RT @VGC_News, Sony, Twisted Metal TV",0.0,0.0,1.0,Positive
"RT @VGC_News, Sony, Twisted Metal, VGC, Motorstorm",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sony, Uncharted",0.0,1.0,0.0,Negative
"RT @VGC_News, Sony, https://t.co/0k4m8uNCcz",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sony, the PlayStation Store",0.0,1.0,0.0,Negative
"RT @VGC_News, Sony, the Pulse 3D Wireless Headset, the Midnight Black DualSense",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Sony, the ‘PlayStation PC",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Splinter Cell",0.0,0.0,1.0,Positive
"RT @VGC_News, Splinter Cell Chaos Theory",0.0,1.0,0.0,Negative
"RT @VGC_News, Splitgate, PlayStation",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Square RPG Chrono Cross",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Stalker 2",0.0,0.0,1.0,Positive
"RT @VGC_News, Starbreeze",0.0,0.0,1.0,Positive
"RT @VGC_News, Suicide Squad",0.0,1.0,0.0,Negative
"RT @VGC_News, Suicide Squad, the Justice League’s, DC Fandome",0.0,1.0,0.0,Negative
"RT @VGC_News, Super Smash Bros Ultimate",0.0,0.0,2.0,Positive
"RT @VGC_News, Switch",0.0,0.0,1.0,Positive
"RT @VGC_News, Switch Online's, N64",0.0,0.0,1.0,Positive
"RT @VGC_News, Switch’s N64",0.0,1.0,0.0,Negative
"RT @VGC_News, Switch’s, N64",1.0,0.0,0.0,Intermediate
"RT @VGC_News, THQ Nordic, SpongeBob",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Take-Two, Grand Theft Auto",0.0,0.0,1.0,Positive
"RT @VGC_News, Tetris",0.0,0.0,1.0,Positive
"RT @VGC_News, The Ascent",0.0,0.0,1.0,Positive
"RT @VGC_News, The Castlevania Advance Collection",0.0,0.0,1.0,Positive
"RT @VGC_News, The Elder Scrolls",0.0,0.0,1.0,Positive
"RT @VGC_News, The Ezio Collection, Assassin",1.0,0.0,0.0,Intermediate
"RT @VGC_News, The Pokemon Company",1.0,0.0,0.0,Intermediate
"RT @VGC_News, The Tomorrow Children",0.0,0.0,1.0,Positive
"RT @VGC_News, Tombs",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Tombs of the Fallen",0.0,0.0,1.0,Positive
"RT @VGC_News, Toshiba",0.0,1.0,0.0,Negative
"RT @VGC_News, Tripwire Interactive",1.0,0.0,0.0,Intermediate
"RT @VGC_News, UFL",0.0,0.0,1.0,Positive
"RT @VGC_News, Uncharted",0.0,1.0,0.0,Negative
"RT @VGC_News, Universal Studios Japan, The Pokémon Company, Pokémon",0.0,0.0,1.0,Positive
"RT @VGC_News, VGC",1.0,0.0,4.0,Positive
"RT @VGC_News, VGC, FUT, FIFA",0.0,0.0,1.0,Positive
"RT @VGC_News, VR",0.0,1.0,0.0,Negative
"RT @VGC_News, Vicarious Visions",0.0,0.0,1.0,Positive
"RT @VGC_News, Virtuos, VGC",1.0,0.0,0.0,Intermediate
"RT @VGC_News, WB Games Montreal",1.0,0.0,0.0,Intermediate
"RT @VGC_News, WWE",1.0,1.0,0.0,Intermediate
"RT @VGC_News, Warcraft, LucasArts",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Warner Bros.",3.0,0.0,0.0,Intermediate
"RT @VGC_News, Warner Bros. Multiversus",0.0,1.0,0.0,Negative
"RT @VGC_News, Warner Bros., Smash Bros., Batman",0.0,1.0,0.0,Negative
"RT @VGC_News, Warzone Pacific",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Warzone Pacific Season 2",0.0,1.0,0.0,Negative
"RT @VGC_News, Wata, eBay",0.0,1.0,0.0,Negative
"RT @VGC_News, Xbox",10.0,2.0,5.0,Intermediate
"RT @VGC_News, Xbox 360",0.0,0.0,1.0,Positive
"RT @VGC_News, Xbox 360 Forum Mid",0.0,1.0,0.0,Negative
"RT @VGC_News, Xbox 360 Halo",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Xbox Game Pass",2.0,0.0,0.0,Intermediate
"RT @VGC_News, Xbox Game Pass, Lemnis Gate",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Xbox Game Pass, Mortal Kombat 11, The Gunk",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Xbox Game Studios",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Xbox Live Games, Broken Sword 5",0.0,1.0,0.0,Negative
"RT @VGC_News, Xbox One",0.0,0.0,1.0,Positive
"RT @VGC_News, Xbox Series S, FIFA",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Xbox, Edge",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Xbox, Guitar Hero",0.0,0.0,1.0,Positive
"RT @VGC_News, Xbox, Marvel’s Avengers and Tomb Raider, Crystal Dynamics",0.0,0.0,1.0,Positive
"RT @VGC_News, Xbox, Microsoft",0.0,0.0,1.0,Positive
"RT @VGC_News, Xbox, NBA 2K22, FIFA",0.0,0.0,1.0,Positive
"RT @VGC_News, Xbox, OPI, Halo Infinite",1.0,0.0,0.0,Intermediate
"RT @VGC_News, Xbox, VR, Sony",0.0,0.0,1.0,Positive
"RT @VGC_News, Xbox’s Compulsion Games",1.0,0.0,0.0,Intermediate
"RT @VGC_News, eBay",1.0,0.0,0.0,Intermediate
"RT @VGC_News, eFootball",1.0,0.0,2.0,Positive
"RT @VGC_News, https://t.co/MNfqFk04fY",0.0,1.0,0.0,Negative
"RT @VGC_News, https://t.co/b0xBEAMfr5",1.0,0.0,0.0,Intermediate
"RT @VGC_News, https://t.co/my0fTymV",0.0,1.0,0.0,Negative
"RT @VGC_News, the Fatal Frame",1.0,0.0,0.0,Intermediate
"RT @VGC_News, the Forgotten Land",0.0,1.0,0.0,Negative
"RT @VGC_News, the GTA Trilogy on Switch",1.0,0.0,0.0,Intermediate
"RT @VGC_News, the Nintendo Switch Lite",0.0,0.0,1.0,Positive
"RT @VGC_News, xScreen",1.0,0.0,0.0,Intermediate
RT @VGC_News:,19.0,12.0,13.0,Intermediate
RT @VGC_News: A Cyberpunk 2077,0.0,0.0,1.0,Positive
"RT @VGC_News: Analysis: PSVR 2, Sony, Quest 2",1.0,0.0,0.0,Intermediate
"RT @VGC_News: Co, https://t.co",0.0,1.0,0.0,Negative
RT @VGC_News: Comments,0.0,1.0,0.0,Negative
RT @VGC_News: Concept,0.0,1.0,0.0,Negative
RT @VGC_News: Cyberpunk 2077,0.0,0.0,2.0,Positive
RT @VGC_News: Electronic Arts,0.0,1.0,0.0,Negative
"RT @VGC_News: Electronic Arts, FIFA",1.0,0.0,0.0,Intermediate
"RT @VGC_News: Gallery:, Pokémon Legends: Arceus",1.0,0.0,0.0,Intermediate
"RT @VGC_News: Gallery:, Time",1.0,0.0,0.0,Intermediate
RT @VGC_News: Hands-On: #ForzaHorizon5,0.0,0.0,1.0,Positive
RT @VGC_News: Hands-On: Codemasters',1.0,0.0,0.0,Intermediate
RT @VGC_News: Hands-on – @Roll_7's OlliOlli World,1.0,0.0,0.0,Intermediate
RT @VGC_News: Hands-on:,0.0,0.0,1.0,Positive
RT @VGC_News: Hands-on: Check,0.0,0.0,1.0,Positive
RT @VGC_News: Interview:,1.0,0.0,0.0,Intermediate
"RT @VGC_News: Interview: @platinumgames' @PG_kamiya and @PG_inaba, Bayonetta 3",1.0,0.0,0.0,Intermediate
"RT @VGC_News: Interview:, @K_Toyama",0.0,1.0,0.0,Negative
RT @VGC_News: Now even Worms,1.0,0.0,0.0,Intermediate
RT @VGC_News: Review,3.0,3.0,7.0,Positive
"RT @VGC_News: Review, GamesMaster TV, https://t.co/lEWi5Ju",0.0,0.0,1.0,Positive
"RT @VGC_News: Review, Portal",0.0,1.0,0.0,Negative
"RT @VGC_News: Review, Rainbow Six Extraction",1.0,0.0,0.0,Intermediate
"RT @VGC_News: Review, https://t.co/IDMJ72iLda",1.0,0.0,0.0,Intermediate
RT @VGC_News: Review:,0.0,0.0,1.0,Positive
RT @VGC_News: Review: Age of Empires 4,0.0,0.0,1.0,Positive
RT @VGC_News: Review: Deathloop,0.0,0.0,1.0,Positive
RT @VGC_News: Review: Even,0.0,0.0,1.0,Positive
RT @VGC_News: Review: Far Cry 6,0.0,0.0,1.0,Positive
"RT @VGC_News: Review: GTA Trilogy, The Definitive Edition",0.0,0.0,1.0,Positive
RT @VGC_News: Review: Grand Theft Auto -,1.0,0.0,0.0,Intermediate
RT @VGC_News: Review: Lost Judgment,0.0,1.0,0.0,Negative
RT @VGC_News: Update,0.0,0.0,1.0,Positive
RT @VGC_News: Video,0.0,0.0,1.0,Positive
"RT @VGC_News: Video, Uncharted",0.0,0.0,1.0,Positive
"RT @VGC_News:, 9000, Animal Crossing New Horizons",0.0,0.0,1.0,Positive
"RT @VGC_News:, Chrono Cross’s",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Cole",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, DLC",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, DRM, Galaxy",0.0,1.0,0.0,Negative
"RT @VGC_News:, Dark Pictures",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, DriveClub, MotorStorm",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, EA",0.0,3.0,0.0,Negative
"RT @VGC_News:, EA, FIFA",0.0,0.0,1.0,Positive
"RT @VGC_News:, EA, FPS, Halo’s",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, ESA",0.0,1.0,0.0,Negative
"RT @VGC_News:, FIFA",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, FPS, sci-fi",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Fortnite",0.0,0.0,2.0,Positive
"RT @VGC_News:, Fortnite, Paramount, TMNT",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Halo Infinite",0.0,0.0,1.0,Positive
"RT @VGC_News:, Light 2",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Microsoft, Xbox",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, N64",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Nintendo",1.0,0.0,1.0,Intermediate
"RT @VGC_News:, Nintendo, European Switch, VGC",0.0,1.0,0.0,Negative
"RT @VGC_News:, PlayStation 5",0.0,1.0,0.0,Negative
"RT @VGC_News:, PlayStation, Spider-Man",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, PlayStation, https://t.co/T9wlVSaAlg",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Projekt",1.0,2.0,1.0,Negative
"RT @VGC_News:, Projekt, Xbox Game Pass",0.0,0.0,1.0,Positive
"RT @VGC_News:, Rockstar, GTA Trilogy Definitive Edition",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Rocksteady Studios, a Suicide Squad",0.0,1.0,0.0,Negative
"RT @VGC_News:, SIE, PlayStation",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Scarlet Nexus, Xbox",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Skull &, Bones",0.0,2.0,0.0,Negative
"RT @VGC_News:, Sony, Twisted Metal, VGC",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Super Monkey Ball’s, Banana Mania",0.0,0.0,1.0,Positive
"RT @VGC_News:, Super Nintendo World's, Universal Studios Japan",0.0,0.0,1.0,Positive
"RT @VGC_News:, Switch",2.0,0.0,0.0,Intermediate
"RT @VGC_News:, The Ascent dev Neon Giant, Xbox",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, The Masquerade – Bloodlines 2

",0.0,1.0,0.0,Negative
"RT @VGC_News:, The PlayStation Showcase",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, The US Securities and Exchange Commission",0.0,0.0,1.0,Positive
"RT @VGC_News:, The World Ends with You, https://t.co/7o5c5V",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Trilogy",0.0,0.0,1.0,Positive
"RT @VGC_News:, Twisted Metal, VGC",0.0,1.0,0.0,Negative
"RT @VGC_News:, Ultimate, Sonic",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Ultimate, Switch",0.0,1.0,0.0,Negative
"RT @VGC_News:, Us TV",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, VGC, Nintendo",0.0,1.0,0.0,Negative
"RT @VGC_News:, WWE",1.0,1.0,0.0,Intermediate
"RT @VGC_News:, Warzone",0.0,1.0,0.0,Negative
"RT @VGC_News:, Warzone's, Call of Duty",0.0,1.0,0.0,Negative
"RT @VGC_News:, XP",0.0,0.0,1.0,Positive
"RT @VGC_News:, Xbox Game Pass",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, Xbox Game Pass, Microsoft",0.0,0.0,1.0,Positive
"RT @VGC_News:, Xbox, Call of Duty",0.0,1.0,0.0,Negative
"RT @VGC_News:, https://t.co/cYQTsfgz",0.0,1.0,0.0,Negative
"RT @VGC_News:, the GTA Trilogy Definitive Edition",1.0,0.0,0.0,Intermediate
"RT @VGC_News:, the Microsoft Theater",0.0,0.0,1.0,Positive
RT @XboxP3,0.0,0.0,1.0,Positive
RT @desplesda,1.0,0.0,0.0,Intermediate
RT @developconf,1.0,0.0,0.0,Intermediate
RT @discoelysium,1.0,0.0,0.0,Intermediate
"RT @emerge_io, PST",1.0,0.0,0.0,Intermediate
RT @engadget,4.0,0.0,0.0,Intermediate
"RT @engadget, Sony, PlayStation 5, Sony",1.0,0.0,0.0,Intermediate
"RT @engadget, X14",1.0,0.0,0.0,Intermediate
"RT @engadget:, Walmart",1.0,0.0,0.0,Intermediate
"RT @engadget:, Walmart, Xbox Series X and Xbox Series S",1.0,0.0,0.0,Intermediate
RT @eurogamer,0.0,0.0,1.0,Positive
RT @galaxybrains,0.0,1.0,0.0,Negative
RT @grapedosmil,0.0,0.0,1.0,Positive
RT @indospot,0.0,0.0,1.0,Positive
"RT @jeffreyvega: The @IGN, TikTok, https://t.co/WQmTC3ciVx",1.0,0.0,0.0,Intermediate
RT @jmdornbush,1.0,0.0,1.0,Intermediate
"RT @jmdornbush, IGN",0.0,0.0,3.0,Positive
"RT @jmdornbush, PlayStation",0.0,0.0,1.0,Positive
RT @krisgraft,1.0,0.0,3.0,Positive
"RT @krisgraft, REALLY",0.0,0.0,1.0,Positive
"RT @krisgraft, SEC, Bungie, Sony Interactive Entertainment",1.0,0.0,0.0,Intermediate
RT @krisgraft:,1.0,0.0,0.0,Intermediate
"RT @lotum_games, Morgen",0.0,0.0,1.0,Positive
"RT @m_supersaiyan, GamesBeat &",1.0,0.0,0.0,Intermediate
RT @scarletmoon,0.0,0.0,1.0,Positive
RT @sophiehurwitz,0.0,1.0,0.0,Negative
RT @wilbefast,1.0,0.0,0.0,Intermediate
RTS,5.0,5.0,5.0,Intermediate
RTS Men of War,0.0,1.0,0.0,Negative
RTS multiplayer level design,1.0,0.0,0.0,Intermediate
"RTS multiplayer level design
https://t.co/5tGhGdjBEE",1.0,0.0,0.0,Intermediate
"RTS,",0.0,0.0,1.0,Positive
"RTS, Early Access",1.0,0.0,0.0,Intermediate
"RTS, https://t.co/qsdABPXrXe https://t.co/UjkAEtZcYe",1.0,0.0,0.0,Intermediate
RTS:,0.0,0.0,1.0,Positive
RTX,0.0,2.0,0.0,Negative
Raccoon Logic,0.0,1.0,1.0,Negative
Rad roguelike Caves Of Qud,0.0,0.0,1.0,Positive
"Radeon RX 6800, AMD",1.0,0.0,0.0,Intermediate
Radio Viscera,0.0,2.0,0.0,Negative
"Radio Viscera 

https://t.co/lqPLTwZgtz https://t.co/ZdUPbHIVaK",0.0,1.0,0.0,Negative
Raft,1.0,0.0,0.0,Intermediate
Ragnarök,2.0,0.0,0.0,Intermediate
"Ragnarök, https://t.co/8zDDMGwMqk",0.0,1.0,0.0,Negative
Rainbow Billy,0.0,1.0,0.0,Negative
Rainbow Laser,0.0,1.0,0.0,Negative
Rainbow Six Extraction,14.0,4.0,8.0,Intermediate
Rainbow Six Extraction and Riders Republic,0.0,1.0,0.0,Negative
Rainbow Six Extraction',2.0,0.0,0.0,Intermediate
Rainbow Six Extraction's,2.0,1.0,1.0,Intermediate
"Rainbow Six Extraction's, Siege - https://t.co/l8ZhABDDpo",1.0,0.0,0.0,Intermediate
"Rainbow Six Extraction, Buddy Pass",1.0,0.0,0.0,Intermediate
"Rainbow Six Extraction, Buddy Passes",0.0,0.0,1.0,Positive
"Rainbow Six Extraction, MIA",0.0,0.0,1.0,Positive
"Rainbow Six Extraction, MVP",0.0,0.0,1.0,Positive
"Rainbow Six Extraction, Maelstrom Protocol",0.0,0.0,1.0,Positive
"Rainbow Six Extraction, Operators",1.0,0.0,0.0,Intermediate
"Rainbow Six Extraction, Operators, Electronic Rendering Cloak",0.0,0.0,1.0,Positive
"Rainbow Six Extraction, PvE",1.0,0.0,0.0,Intermediate
"Rainbow Six Extraction, Quarantine",1.0,0.0,0.0,Intermediate
"Rainbow Six Extraction, Xbox Game Pass",4.0,0.0,0.0,Intermediate
"Rainbow Six Extraction, Xbox Game Pass, Rainbow Six Siege",1.0,0.0,0.0,Intermediate
"Rainbow Six Extraction, Xbox, Xbox",1.0,0.0,0.0,Intermediate
Rainbow Six Extraction’s,0.0,1.0,0.0,Negative
"Rainbow Six Extraction’s, intel",0.0,1.0,0.0,Negative
Rainbow Six PowerWash Simulator,0.0,0.0,1.0,Positive
Rainbow Six Siege,2.0,0.0,2.0,Intermediate
Rainbow Six Siege',1.0,0.0,0.0,Intermediate
Rainbow Six Siege's,1.0,0.0,2.0,Positive
"Rainbow Six Siege's, Doktor",0.0,2.0,0.0,Negative
"Rainbow Six Siege, Alexander Karpazis, https://t.co/rFHrsy8VEU",0.0,0.0,1.0,Positive
"Rainbow Six Siege, NAL, Velly",0.0,0.0,1.0,Positive
"Rainbow Six Siege’s Containment, Extraction",1.0,0.0,0.0,Intermediate
Rainbow Six: Extraction,0.0,0.0,3.0,Positive
Rainmaker Games,1.0,0.0,0.0,Intermediate
Rally Point,2.0,0.0,0.0,Intermediate
"Rally Point, Sin",0.0,2.0,0.0,Negative
"Rally Point, Sin, Workers &",0.0,1.0,0.0,Negative
"Rally Point, XXXX",1.0,0.0,0.0,Intermediate
"Rally-X, #Arcade Archives",1.0,0.0,0.0,Intermediate
"Ramen VR, VR",2.0,0.0,0.0,Intermediate
Ranking Super Smash Bros. Ultimate's,0.0,0.0,1.0,Positive
Ratchet &,0.0,0.0,1.0,Positive
"Ratchet &, Clank",6.0,3.0,6.0,Intermediate
"Ratchet &, Clank, IGN",0.0,0.0,1.0,Positive
Raven Software,4.0,5.0,1.0,Negative
Raven Software's,2.0,0.0,0.0,Intermediate
"Raven Software's, QA",2.0,0.0,0.0,Intermediate
"Raven Software, QA",1.0,0.0,0.0,Intermediate
Raven Studio,1.0,1.0,0.0,Intermediate
RavenSoftware,1.0,1.0,0.0,Intermediate
"RavenSoftware, ActivisionBlizzard",1.0,0.0,0.0,Intermediate
Raw Fury,0.0,1.0,0.0,Negative
"Raw Fury, Altor",0.0,3.0,0.0,Negative
"Raw Fury, https://t.co/vP5buf6Epx",0.0,1.0,0.0,Negative
RawFury,1.0,0.0,0.0,Intermediate
"RazerCon, PSU",1.0,0.0,0.0,Intermediate
"Reach, VP Marketing, https://t.co, GBSummit",0.0,0.0,1.0,Positive
"ReadyUp, Cyberathlete Professional",2.0,0.0,0.0,Intermediate
Rebellion,1.0,1.0,0.0,Intermediate
"Red Band, HBO",1.0,0.0,0.0,Intermediate
Red Bull Kumite,0.0,1.0,0.0,Negative
Red Candle Games,0.0,0.0,1.0,Positive
Red Dead,0.0,1.0,0.0,Negative
Red Dead Online,0.0,0.0,1.0,Positive
"Red Dead Redemption 2, Rockstar",0.0,1.0,0.0,Negative
"Red Hook Studios, Darkest Dungeon 2",0.0,0.0,1.0,Positive
Red Notice,1.0,1.0,3.0,Positive
"Red Notice, Hasbro, Dungeons &",0.0,0.0,1.0,Positive
"Red Notice, Netflix",0.0,0.0,1.0,Positive
"Red One, Amazon Studios",0.0,0.0,1.0,Positive
ReedPop,1.0,0.0,0.0,Intermediate
Reeves,0.0,0.0,1.0,Positive
Reflex,1.0,0.0,0.0,Intermediate
Regalla,0.0,1.0,0.0,Negative
Register,2.0,0.0,1.0,Intermediate
Relic Entertainment,0.0,0.0,1.0,Positive
Remastered GTA Trilogy,3.0,0.0,0.0,Intermediate
Remedy Entertainment,0.0,1.0,0.0,Negative
"Remedy Entertainment, @jeffgrubb",0.0,0.0,1.0,Positive
"Remedy Entertainment, Control, Tencent, Vanguard",0.0,0.0,1.0,Positive
"Remedy and Tencent, @skrattybones",1.0,0.0,0.0,Intermediate
Remedy’s Control,0.0,0.0,1.0,Positive
Ren &,0.0,1.0,0.0,Negative
Renaissance,2.0,1.0,0.0,Intermediate
"Renaissance Faire, The Kotaku Review",1.0,0.0,0.0,Intermediate
"Renaissance, GDC",1.0,0.0,0.0,Intermediate
Renata Price’s,0.0,0.0,1.0,Positive
"Renewal, Breakaway",0.0,1.0,0.0,Negative
"Research Points, Pokémon Legends Arceus:, https://t.co/e94HCpGlVH",1.0,0.0,0.0,Intermediate
ResetEra,3.0,0.0,1.0,Intermediate
"ResetEra, MOBA",1.0,0.0,0.0,Intermediate
"ResetEra, MOBA Network",0.0,0.0,1.0,Positive
"ResetEra, MOBA, MOBA",0.0,0.0,1.0,Positive
"Resetera, MOBA Network

",1.0,0.0,0.0,Intermediate
Resetti,0.0,0.0,1.0,Positive
